id,student_name,URN,Maths,SESD,AIML,FSD,DVA,contest_scores,topic_wise_accuracy,time_spent_per_topic
725,Aarav Gupta,2024-B-24952006B,77,84,73,99,52,390,"{Maths:0.6,SESD:0.82,AIML:0.64,FSD:0.71,DVA:0.83}","{Maths:10.3,SESD:18.8,AIML:6.5,FSD:14.4,DVA:16.3}"
726,Pari Reddy,2024-A-82882006B,77,50,-8,80,48,302,"{Maths:0.55,SESD:0.94,AIML:0.73,FSD:0.68,DVA:0.51}","{Maths:19.0,SESD:13.2,AIML:7.2,FSD:17.3,DVA:11.8}"
727,Krishna Sharma,2024-A-82512006B,50,66,98,91,69,411,"{Maths:0.81,SESD:0.7,AIML:0.96,FSD:0.5,DVA:0.68}","{Maths:5.2,SESD:9.0,AIML:9.9,FSD:7.8,DVA:9.5}"
728,Pari Gupta,2024-C-21972006B,43,93,59,66,58,331,"{Maths:0.5,SESD:0.63,AIML:0.9,FSD:0.66,DVA:0.9}","{Maths:18.9,SESD:10.8,AIML:18.1,FSD:5.9,DVA:9.1}"
729,Sai Sharma,2024-C-34482006B,89,168,-15,91,71,253,"{Maths:0.95,SESD:0.87,AIML:0.88,FSD:0.98,DVA:0.59}","{Maths:13.6,SESD:9.5,AIML:7.5,FSD:7.5,DVA:19.9}"
730,Vihaan Mishra,2024-C-39102006B,47,59,87,74,48,346,"{Maths:0.91,SESD:0.89,AIML:0.98,FSD:0.74,DVA:0.81}","{Maths:11.2,SESD:10.5,AIML:6.5,FSD:9.5,DVA:12.6}"
731,Pari Singh,2024-B-97722006B,91,45,87,-6,,,"{Maths:0.9,SESD:0.76,AIML:0.97,FSD:0.56,DVA:0.64}","{Maths:9.1,SESD:9.1,AIML:16.3,FSD:17.5,DVA:18.4}"
732,Aditya Kumar,2024-A-91772006B,86,95,84,88,87,477,"{Maths:0.75,SESD:0.55,AIML:0.65,FSD:0.91,DVA:0.51}","{Maths:9.9,SESD:17.7,AIML:19.6,FSD:10.7,DVA:11.8}"
733,Vihaan Reddy,2024-B-75202006B,73,78,70,97,89,449,"{Maths:0.99,SESD:0.89,AIML:0.96,FSD:0.75,DVA:0.82}","{Maths:17.8,SESD:17.6,AIML:18.9,FSD:5.2,DVA:12.2}"
734,Saanvi Patel,2024-A-84692006B,54,75,63,84,95,,"{Maths:0.61,SESD:0.84,AIML:0.77,FSD:0.93,DVA:0.67}","{Maths:8.1,SESD:16.1,AIML:14.1,FSD:8.9,DVA:8.9}"
735,Anvi Mishra,2024-C-20382006B,49,93,58,-20,-16,235,,"{Maths:15.5,SESD:9.8,AIML:7.2,FSD:10.7,DVA:18.7}"
736,Ananya Verma,2024-B-79822006B,58,82,59,49,79,327,"{Maths:0.89,SESD:0.93,AIML:0.7,FSD:0.57,DVA:0.69}","{Maths:8.6,SESD:19.9,AIML:17.2,FSD:19.9,DVA:10.4}"
737,Saanvi Patel,2024-C-19842006B,53,48,91,78,80,363,"{Maths:0.6,SESD:0.58,AIML:0.62,FSD:0.62,DVA:0.88}","{Maths:16.7,SESD:19.5,AIML:19.4,FSD:6.7,DVA:17.4}"
738,Saanvi Singh,2024-C-26162006B,97,89,53,81,72,409,"{Maths:0.84,SESD:0.62,AIML:0.82,FSD:0.72,DVA:0.94}","{Maths:8.5,SESD:8.5,AIML:15.6,FSD:8.1,DVA:15.9}"
739,Myra Singh,2024-B-89302006B,68,99,59,60,43,358,"{Maths:0.99,SESD:0.77,AIML:0.55,FSD:0.79,DVA:0.76}","{Maths:9.0,SESD:13.8,AIML:13.9,FSD:13.2,DVA:15.5}"
740,Anvi Nair,2024-C-98872006B,61,84,41,94,51,374,"{Maths:0.5,SESD:0.78,AIML:0.77,FSD:0.92,DVA:0.53}","{Maths:8.8,SESD:19.1,AIML:14.3,FSD:12.2,DVA:17.8}"
741,Myra Singh,2024C10042006B,53,92,51,45,96,351,"{Maths:0.67,SESD:0.72,AIML:0.52,FSD:0.79,DVA:0.98}","{Maths:5.5,SESD:14.9,AIML:14.2,FSD:9.6,DVA:16.0}"
742,Vihaan Reddy,2024-B-36302006B,46,81,49,57,73,343,"{Maths:0.51,SESD:0.51,AIML:0.55,FSD:0.62,DVA:0.73}","{Maths:8.1,SESD:8.7,AIML:16.8,FSD:13.0,DVA:15.8}"
743,Reyansh Sharma,2024-A-16052006B,79,62,82,65,94,422,"{Maths:0.8,SESD:0.71,AIML:0.52,FSD:0.99,DVA:0.73}","{Maths:7.6,SESD:15.1,AIML:5.7,FSD:10.3,DVA:11.1}"
744,Aarav Sharma,2024-B-84012006B,-3,50,62,79,46,238,"{Maths:0.74,SESD:0.97,AIML:0.68,FSD:0.54,DVA:0.7}","{Maths:17.4,SESD:9.5,AIML:18.9,FSD:13.7,DVA:9.7}"
745,Anvi Mishra,2024-B-63882006B,83,43,51,51,95,329,"{Maths:0.77,SESD:0.74,AIML:0.92,FSD:0.6,DVA:0.67}","{Maths:8.8,SESD:7.0,AIML:8.2,FSD:16.9,DVA:9.7}"
746,Sai Verma,2024C10042006B,43,53,63,91,93,368,"{Maths:0.7,SESD:0.59,AIML:0.9,FSD:0.8,DVA:0.91}","{Maths:14.9,SESD:14.9,AIML:5.3,FSD:11.6,DVA:9.8}"
747,Prisha Kumar,2024-C-37062006B,66,63,90,91,76,390,"{Maths:0.79,SESD:0.66,AIML:0.91,FSD:0.59,DVA:0.7}","{Maths:19.7,SESD:12.8,AIML:10.9,FSD:6.8,DVA:8.0}"
748,Aditya Kapoor,2024-B-37462006B,97,69,82,55,77,425,"{Maths:0.91,SESD:0.95,AIML:0.71,FSD:0.62,DVA:0.61}","{Maths:15.5,SESD:7.7,AIML:7.4,FSD:15.5,DVA:16.8}"
749,Prisha Verma,2024-A-75292006B,58,59,43,176,51,230,"{Maths:0.73,SESD:0.94,AIML:0.52,FSD:0.65,DVA:0.66}","{Maths:15.8,SESD:8.9,AIML:13.6,FSD:8.9,DVA:14.7}"
750,Diya Kapoor,2024-C-46792006B,43,89,81,64,44,344,"{Maths:0.69,SESD:0.69,AIML:0.84,FSD:0.79,DVA:0.57}","{Maths:10.3,SESD:7.0,AIML:15.8,FSD:10.8,DVA:13.1}"
751,Anvi Mishra,2024-C-17512006B,59,48,50,74,69,323,,"{Maths:8.2,SESD:16.5,AIML:6.5,FSD:5.8,DVA:11.8}"
752,Ayaan Nair,2024-B-73432006B,92,94,61,96,95,476,"{Maths:0.99,SESD:0.77,AIML:0.77,FSD:0.64,DVA:0.83}","{Maths:7.2,SESD:7.8,AIML:8.4,FSD:17.9,DVA:7.8}"
753,Aadhya Nair,2024-C-30352006B,94,87,46,53,56,364,"{Maths:0.76,SESD:0.89,AIML:0.51,FSD:0.73,DVA:0.54}","{Maths:14.0,SESD:8.1,AIML:17.8,FSD:18.4,DVA:12.7}"
754,Riya Kumar,2024A10042006B,65,59,41,79,40,316,"{Maths:0.87,SESD:0.89,AIML:0.8,FSD:0.67,DVA:0.52}","{Maths:15.4,SESD:5.4,AIML:19.3,FSD:16.9,DVA:12.7}"
755,Prisha Kapoor,2024-B-53882006B,72,63,98,41,76,354,"{Maths:0.79,SESD:0.75,AIML:0.92,FSD:0.65,DVA:0.78}","{Maths:8.8,SESD:9.4,AIML:19.9,FSD:5.7,DVA:14.6}"
756,Prisha Gupta,2024-B-17542006B,70,99,63,56,91,426,"{Maths:0.83,SESD:0.87,AIML:0.72,FSD:0.92,DVA:0.68}","{Maths:10.4,SESD:12.7,AIML:8.1,FSD:19.1,DVA:17.3}"
757,Aarav Nair,2024-A-58272006B,59,80,40,84,53,332,"{Maths:0.72,SESD:0.81,AIML:0.8,FSD:0.73,DVA:0.67}","{Maths:12.1,SESD:13.8,AIML:12.4,FSD:17.0,DVA:8.4}"
758,Diya Kapoor,2024-A-91482006B,65,81,75,52,86,408,"{Maths:1.0,SESD:0.77,AIML:0.85,FSD:0.77,DVA:0.85}","{Maths:10.2,SESD:5.9,AIML:18.3,FSD:19.0,DVA:19.1}"
759,Riya Mishra,2024A10042006B,89,93,93,41,47,385,"{Maths:0.66,SESD:0.72,AIML:0.88,FSD:0.65,DVA:0.77}","{Maths:7.1,SESD:16.4,AIML:12.2,FSD:19.1,DVA:18.7}"
760,Arjun Verma,2024-A-33402006B,59,62,78,,52,297,"{Maths:0.67,SESD:0.95,AIML:0.61,FSD:0.61,DVA:0.72}","{Maths:9.6,SESD:5.9,AIML:16.2,FSD:11.6,DVA:14.2}"
761,Ananya Kapoor,2024-B-12952006B,92,85,70,83,52,426,"{Maths:0.86,SESD:0.69,AIML:0.82,FSD:0.51,DVA:0.71}","{Maths:5.1,SESD:9.7,AIML:18.0,FSD:7.7,DVA:15.4}"
762,Ishaan Reddy,2024-C-82502006B,43,61,80,53,68,317,"{Maths:0.71,SESD:0.52,AIML:0.91,FSD:0.91,DVA:0.61}","{Maths:6.1,SESD:7.6,AIML:15.8,FSD:19.8,DVA:16.2}"
763,Sai Singh,2024-A-90072006B,98,169,67,60,-6,261,"{Maths:0.68,SESD:0.61,AIML:0.96,FSD:0.63,DVA:0.69}","{Maths:15.7,SESD:5.8,AIML:5.8,FSD:15.8,DVA:9.8}"
764,Arjun Nair,2024-B-53032006B,99,63,96,83,42,429,"{Maths:0.75,SESD:0.97,AIML:0.87,FSD:0.68,DVA:0.9}","{Maths:14.0,SESD:8.7,AIML:14.7,FSD:18.5,DVA:16.7}"
765,Reyansh Singh,2024-A-16102006B,90,88,41,86,77,432,"{Maths:0.97,SESD:0.72,AIML:0.61,FSD:0.55,DVA:0.71}","{Maths:13.2,SESD:8.6,AIML:8.3,FSD:15.1,DVA:15.9}"
766,Ishaan Kapoor,2024-C-32482006B,77,56,47,50,63,338,"{Maths:0.73,SESD:0.66,AIML:0.69,FSD:0.96,DVA:0.68}","{Maths:16.3,SESD:16.1,AIML:9.8,FSD:8.1,DVA:18.9}"
767,Krishna Kapoor,2024-C-13892006B,62,44,97,44,56,345,"{Maths:0.72,SESD:0.55,AIML:0.79,FSD:0.55,DVA:0.89}","{Maths:16.3,SESD:6.1,AIML:11.1,FSD:8.4,DVA:10.2}"
768,Vivaan Sharma,2024-C-97672006B,50,53,43,46,88,316,"{Maths:0.92,SESD:0.8,AIML:0.8,FSD:0.52,DVA:0.69}","{Maths:19.0,SESD:11.7,AIML:14.8,FSD:11.9,DVA:5.8}"
769,Aadhya Kapoor,2024-B-47962006B,99,84,95,62,42,391,"{Maths:0.52,SESD:0.78,AIML:0.78,FSD:0.89,DVA:0.77}","{Maths:15.1,SESD:10.2,AIML:9.1,FSD:9.3,DVA:12.4}"
770,Anvi Kumar,2024-A-96292006B,84,48,56,55,78,336,"{Maths:0.85,SESD:0.82,AIML:0.73,FSD:0.87,DVA:0.61}","{Maths:14.7,SESD:6.9,AIML:13.5,FSD:13.9,DVA:18.1}"
771,Pari Kapoor,2024-B-48142006B,76,91,86,45,78,394,"{Maths:0.85,SESD:0.72,AIML:0.71,FSD:0.92,DVA:0.71}","{Maths:16.0,SESD:6.9,AIML:7.1,FSD:9.1,DVA:12.0}"
772,Anvi Kumar,2024-B-54562006B,44,72,,85,94,318,"{Maths:0.9,SESD:0.79,AIML:0.54,FSD:0.56,DVA:0.71}",
773,Reyansh Gupta,2024-A-90352006B,98,48,79,95,52,403,,"{Maths:18.2,SESD:6.8,AIML:19.3,FSD:17.4,DVA:8.2}"
774,Reyansh Kapoor,2024-C-18692006B,93,80,53,60,63,378,,"{Maths:11.0,SESD:11.7,AIML:18.6,FSD:16.3,DVA:5.5}"
775,Sai Nair,2024-B-83222006B,91,69,68,82,,331,"{Maths:0.77,SESD:0.68,AIML:0.79,FSD:0.99,DVA:0.81}","{Maths:12.3,SESD:15.4,AIML:15.5,FSD:5.7,DVA:19.8}"
776,Aadhya Kumar,2024-C-37512006B,68,95,57,83,61,398,,"{Maths:7.2,SESD:5.7,AIML:17.3,FSD:19.9,DVA:16.2}"
777,Ishaan Nair,2024B10042006B,90,43,93,45,69,351,"{Maths:0.52,SESD:0.61,AIML:0.5,FSD:0.88,DVA:0.55}","{Maths:17.1,SESD:12.4,AIML:19.1,FSD:8.2,DVA:9.4}"
778,Ira Kapoor,2024-B-42692006B,93,91,49,82,86,441,"{Maths:0.85,SESD:0.77,AIML:0.76,FSD:0.74,DVA:0.69}","{Maths:19.7,SESD:17.7,AIML:15.0,FSD:9.4,DVA:18.0}"
779,Saanvi Singh,2024C10042006B,96,97,80,73,81,461,"{Maths:0.94,SESD:0.85,AIML:0.5,FSD:0.74,DVA:0.7}","{Maths:8.9,SESD:15.3,AIML:7.6,FSD:17.7,DVA:6.1}"
780,Pari Kumar,2024-A-98722006B,95,59,69,40,74,358,"{Maths:0.84,SESD:0.65,AIML:0.61,FSD:1.0,DVA:0.59}",
781,Aadhya Patel,2024-C-10082006B,93,52,49,86,59,350,"{Maths:0.94,SESD:0.62,AIML:0.75,FSD:0.98,DVA:0.64}","{Maths:19.8,SESD:18.2,AIML:11.1,FSD:18.0,DVA:16.7}"
782,Riya Kapoor,2024-B-36352006B,60,42,68,65,53,322,"{Maths:0.61,SESD:0.52,AIML:0.94,FSD:0.98,DVA:0.59}","{Maths:17.0,SESD:14.0,AIML:6.2,FSD:17.2,DVA:5.3}"
783,Krishna Kapoor,2024C10042006B,-10,45,41,83,72,274,"{Maths:0.79,SESD:0.55,AIML:0.98,FSD:0.59,DVA:0.63}","{Maths:7.0,SESD:9.4,AIML:18.7,FSD:11.7,DVA:17.6}"
784,Ananya Kumar,2024-B-13162006B,,99,98,99,67,370,"{Maths:0.85,SESD:0.69,AIML:0.86,FSD:0.93,DVA:0.53}","{Maths:17.4,SESD:10.9,AIML:11.9,FSD:14.6,DVA:9.4}"
785,Riya Sharma,2024-C-73542006B,84,68,82,84,64,411,"{Maths:0.65,SESD:0.82,AIML:0.63,FSD:0.88,DVA:0.94}","{Maths:8.9,SESD:14.3,AIML:5.4,FSD:19.1,DVA:16.2}"
786,Ananya Mishra,2024-A-10792006B,51,71,41,68,56,320,"{Maths:0.56,SESD:0.69,AIML:0.85,FSD:0.77,DVA:0.77}","{Maths:7.0,SESD:14.5,AIML:5.0,FSD:18.0,DVA:10.5}"
787,Aarav Sharma,2024-C-39832006B,66,66,97,88,44,370,"{Maths:0.81,SESD:0.67,AIML:0.66,FSD:0.72,DVA:0.82}","{Maths:12.4,SESD:16.8,AIML:6.1,FSD:15.5,DVA:8.5}"
788,Aditya Singh,2024-B-55192006B,61,,45,89,94,312,"{Maths:0.84,SESD:0.73,AIML:0.7,FSD:0.7,DVA:0.89}","{Maths:8.0,SESD:10.2,AIML:16.7,FSD:7.4,DVA:15.2}"
789,Ishaan Kapoor,2024-B-36812006B,52,,90,89,74,349,"{Maths:0.53,SESD:0.78,AIML:0.66,FSD:0.58,DVA:0.66}","{Maths:12.1,SESD:6.7,AIML:5.1,FSD:17.3,DVA:10.0}"
790,Aarav Nair,2024-A-16232006B,97,166,74,46,44,269,"{Maths:0.63,SESD:0.73,AIML:0.81,FSD:0.98,DVA:0.85}","{Maths:6.7,SESD:14.9,AIML:12.2,FSD:19.1,DVA:18.4}"
791,Vihaan Sharma,2024-C-16602006B,67,62,51,50,81,322,"{Maths:0.55,SESD:0.75,AIML:0.96,FSD:0.77,DVA:0.83}","{Maths:17.8,SESD:11.7,AIML:6.5,FSD:6.7,DVA:5.3}"
792,Aadhya Verma,2024-B-97612006B,193,88,60,77,47,311,"{Maths:0.83,SESD:0.62,AIML:0.54,FSD:1.0,DVA:0.61}","{Maths:9.0,SESD:8.6,AIML:16.8,FSD:14.6,DVA:14.5}"
793,Ananya Mishra,2024-B-81102006B,84,41,67,49,78,344,"{Maths:0.89,SESD:0.84,AIML:0.58,FSD:0.92,DVA:0.51}","{Maths:6.9,SESD:16.3,AIML:14.8,FSD:14.7,DVA:7.5}"
794,Arjun Sharma,2024-B-99852006B,55,168,97,61,80,335,"{Maths:0.9,SESD:0.68,AIML:0.71,FSD:0.94,DVA:0.98}","{Maths:7.0,SESD:17.1,AIML:8.2,FSD:6.6,DVA:8.9}"
795,Ira Sharma,2024-A-96052006B,62,43,75,88,66,383,"{Maths:0.61,SESD:0.76,AIML:0.96,FSD:0.93,DVA:0.57}",
796,Arjun Verma,2024-C-91312006B,55,54,40,64,,228,"{Maths:0.69,SESD:0.76,AIML:0.67,FSD:0.74,DVA:0.99}","{Maths:15.3,SESD:9.0,AIML:13.8,FSD:19.6,DVA:5.6}"
797,Vihaan Kumar,2024-A-29392006B,54,71,44,53,43,304,,"{Maths:19.1,SESD:18.3,AIML:14.0,FSD:14.9,DVA:13.8}"
798,Anvi Kumar,2024-C-22832006B,77,63,83,63,57,370,"{Maths:0.9,SESD:0.77,AIML:0.58,FSD:0.65,DVA:0.81}","{Maths:8.1,SESD:9.1,AIML:9.7,FSD:9.8,DVA:10.2}"
799,Saanvi Patel,2024-C-39022006B,81,57,76,50,88,362,"{Maths:0.95,SESD:0.57,AIML:0.63,FSD:0.74,DVA:0.52}","{Maths:19.7,SESD:10.0,AIML:6.6,FSD:10.9,DVA:13.3}"
800,Riya Reddy,2024-C-50442006B,71,94,69,64,-12,324,"{Maths:0.95,SESD:0.88,AIML:0.56,FSD:0.76,DVA:0.61}","{Maths:6.7,SESD:14.4,AIML:16.5,FSD:11.5,DVA:6.0}"
801,Ishaan Patel,2024-A-87682006B,90,65,76,48,81,363,"{Maths:0.65,SESD:0.91,AIML:0.85,FSD:0.98,DVA:0.53}","{Maths:12.1,SESD:17.0,AIML:15.0,FSD:10.1,DVA:18.0}"
802,Ayaan Kapoor,2024-B-90872006B,50,86,49,78,46,315,"{Maths:0.66,SESD:0.78,AIML:0.84,FSD:0.81,DVA:0.54}","{Maths:15.3,SESD:8.8,AIML:18.7,FSD:16.4,DVA:18.1}"
803,Aditya Kumar,2024-B-54702006B,66,183,58,76,41,266,"{Maths:0.78,SESD:0.84,AIML:0.75,FSD:0.75,DVA:0.98}","{Maths:14.4,SESD:9.1,AIML:19.7,FSD:17.7,DVA:11.7}"
804,Vihaan Nair,2024-C-67672006B,58,52,53,82,48,296,"{Maths:0.95,SESD:0.93,AIML:0.61,FSD:0.82,DVA:0.69}","{Maths:19.7,SESD:18.2,AIML:13.2,FSD:8.3,DVA:19.6}"
805,Aadhya Kumar,2024-C-70622006B,46,97,72,77,99,397,"{Maths:0.67,SESD:0.64,AIML:0.92,FSD:0.6,DVA:0.83}","{Maths:18.9,SESD:18.5,AIML:19.4,FSD:18.1,DVA:16.9}"
806,Saanvi Sharma,2024-A-24612006B,59,46,63,71,56,335,"{Maths:0.52,SESD:0.88,AIML:0.52,FSD:0.67,DVA:1.0}","{Maths:11.3,SESD:18.8,AIML:11.4,FSD:10.4,DVA:17.0}"
807,Diya Gupta,2024-B-78682006B,86,41,87,84,56,402,"{Maths:0.68,SESD:0.72,AIML:0.83,FSD:0.62,DVA:0.52}","{Maths:9.4,SESD:17.6,AIML:17.4,FSD:8.1,DVA:17.2}"
808,Aditya Mishra,2024-B-21132006B,87,96,66,45,51,392,"{Maths:0.95,SESD:0.6,AIML:0.91,FSD:0.58,DVA:0.95}","{Maths:15.9,SESD:11.9,AIML:8.9,FSD:13.2,DVA:6.8}"
809,Saanvi Gupta,2024-B-52502006B,71,96,50,72,44,360,,"{Maths:11.9,SESD:7.2,AIML:11.6,FSD:16.9,DVA:16.4}"
810,Ira Patel,2024-B-78952006B,68,46,56,90,40,,"{Maths:0.67,SESD:0.68,AIML:0.6,FSD:0.86,DVA:0.95}","{Maths:7.2,SESD:12.6,AIML:18.9,FSD:19.8,DVA:6.5}"
811,Vihaan Sharma,2024-C-22312006B,62,83,84,98,49,387,"{Maths:0.76,SESD:0.54,AIML:0.93,FSD:0.7,DVA:0.78}","{Maths:7.4,SESD:17.5,AIML:15.1,FSD:12.9,DVA:16.0}"
812,Sai Kapoor,2024-A-52202006B,47,88,63,63,41,342,"{Maths:0.9,SESD:0.63,AIML:0.66,FSD:0.93,DVA:0.81}","{Maths:11.5,SESD:9.2,AIML:12.6,FSD:13.7,DVA:6.3}"
813,Ayaan Gupta,2024-C-49832006B,72,44,86,42,61,355,"{Maths:0.76,SESD:0.72,AIML:0.72,FSD:0.92,DVA:0.88}","{Maths:18.2,SESD:7.4,AIML:11.8,FSD:16.6,DVA:15.8}"
814,Myra Mishra,2024-B-23692006B,50,79,49,41,53,300,"{Maths:0.73,SESD:0.55,AIML:0.79,FSD:0.81,DVA:0.65}","{Maths:14.0,SESD:6.1,AIML:18.8,FSD:7.3,DVA:8.8}"
815,Sai Singh,2024-C-22582006B,61,80,48,69,43,313,"{Maths:0.57,SESD:0.69,AIML:0.6,FSD:0.75,DVA:0.53}","{Maths:5.4,SESD:13.7,AIML:5.4,FSD:16.6,DVA:9.1}"
816,Diya Patel,2024-C-49282006B,52,83,51,73,91,391,,"{Maths:8.5,SESD:11.1,AIML:11.5,FSD:10.4,DVA:19.7}"
817,Myra Nair,2024-B-68122006B,48,67,80,189,94,316,"{Maths:0.87,SESD:0.63,AIML:0.75,FSD:0.75,DVA:0.86}","{Maths:19.3,SESD:6.2,AIML:12.0,FSD:17.9,DVA:13.4}"
818,Myra Gupta,2024-A-24582006B,82,40,45,42,,250,"{Maths:0.94,SESD:0.77,AIML:0.69,FSD:0.56,DVA:0.69}","{Maths:17.1,SESD:8.2,AIML:16.2,FSD:11.2,DVA:10.7}"
819,Ananya Gupta,2024-B-35132006B,75,169,88,154,55,219,"{Maths:0.83,SESD:0.98,AIML:0.73,FSD:0.53,DVA:0.67}","{Maths:7.0,SESD:6.1,AIML:11.7,FSD:13.0,DVA:9.3}"
820,Aadhya Reddy,2024-B-30272006B,43,53,99,55,60,328,"{Maths:0.81,SESD:0.52,AIML:0.63,FSD:0.91,DVA:0.8}","{Maths:7.7,SESD:16.4,AIML:20.0,FSD:15.3,DVA:18.0}"
821,Myra Gupta,2024-C-70612006B,69,54,71,53,57,306,"{Maths:0.77,SESD:0.8,AIML:0.55,FSD:0.88,DVA:0.88}","{Maths:9.9,SESD:13.9,AIML:19.4,FSD:18.0,DVA:7.0}"
822,Ishaan Reddy,2024-C-81322006B,45,96,80,53,95,370,"{Maths:0.87,SESD:0.98,AIML:0.67,FSD:0.9,DVA:0.58}","{Maths:17.3,SESD:9.2,AIML:7.1,FSD:17.0,DVA:10.4}"
823,Vihaan Gupta,2024-C-55692006B,64,95,56,75,56,383,"{Maths:0.82,SESD:0.55,AIML:0.6,FSD:0.91,DVA:0.62}",
824,Aarav Sharma,2024-C-63582006B,96,56,77,57,59,395,,"{Maths:10.7,SESD:8.1,AIML:9.0,FSD:16.5,DVA:7.6}"
825,Aarav Mishra,2024-A-69942006B,60,79,94,44,75,357,"{Maths:0.68,SESD:0.84,AIML:0.85,FSD:0.71,DVA:0.52}","{Maths:7.2,SESD:6.2,AIML:5.4,FSD:8.0,DVA:9.9}"
826,Arjun Reddy,2024-A-35392006B,60,77,85,78,80,403,"{Maths:0.65,SESD:0.55,AIML:0.67,FSD:0.88,DVA:0.6}","{Maths:8.4,SESD:6.6,AIML:17.5,FSD:10.7,DVA:19.1}"
827,Anvi Kapoor,2024-C-50882006B,69,73,51,81,,275,"{Maths:0.82,SESD:0.76,AIML:0.5,FSD:0.84,DVA:0.64}","{Maths:18.3,SESD:19.3,AIML:10.4,FSD:5.1,DVA:12.4}"
828,Ananya Gupta,2024A10042006B,61,59,44,61,90,,"{Maths:0.93,SESD:0.78,AIML:0.96,FSD:0.51,DVA:0.82}","{Maths:11.8,SESD:15.8,AIML:19.1,FSD:14.2,DVA:9.2}"
829,Diya Mishra,2024-A-52412006B,54,44,77,81,67,343,"{Maths:0.82,SESD:0.94,AIML:0.73,FSD:0.73,DVA:0.85}","{Maths:16.4,SESD:8.0,AIML:11.0,FSD:9.4,DVA:8.6}"
830,Aadhya Sharma,2024-C-14272006B,88,40,72,56,88,394,,"{Maths:18.3,SESD:8.0,AIML:15.2,FSD:14.8,DVA:9.3}"
831,Reyansh Mishra,2024-A-77652006B,73,70,68,43,69,355,"{Maths:0.56,SESD:0.81,AIML:0.69,FSD:1.0,DVA:0.73}","{Maths:7.4,SESD:12.4,AIML:17.8,FSD:12.0,DVA:6.0}"
832,Ishaan Kapoor,2024-C-85482006B,50,43,45,99,77,318,"{Maths:0.98,SESD:0.59,AIML:0.79,FSD:0.9,DVA:0.63}","{Maths:12.1,SESD:8.9,AIML:10.5,FSD:14.6,DVA:16.5}"
833,Pari Kumar,2024-A-70862006B,96,86,78,87,56,433,"{Maths:0.86,SESD:0.92,AIML:0.52,FSD:0.97,DVA:0.97}","{Maths:7.5,SESD:15.1,AIML:14.1,FSD:16.0,DVA:12.3}"
834,Diya Kapoor,2024-C-28712006B,60,80,41,45,76,306,"{Maths:0.57,SESD:0.81,AIML:0.97,FSD:0.9,DVA:0.76}","{Maths:7.9,SESD:7.9,AIML:17.9,FSD:8.2,DVA:15.8}"
835,Aadhya Singh,2024-B-73792006B,79,63,,43,184,232,"{Maths:0.57,SESD:0.92,AIML:0.58,FSD:0.94,DVA:0.61}","{Maths:5.7,SESD:13.8,AIML:19.4,FSD:19.8,DVA:18.1}"
836,Ishaan Sharma,2024-A-82122006B,50,42,62,95,82,332,"{Maths:0.8,SESD:0.81,AIML:0.97,FSD:0.64,DVA:0.92}","{Maths:9.2,SESD:12.9,AIML:10.7,FSD:12.0,DVA:18.2}"
837,Anvi Singh,2024-B-67832006B,59,43,47,89,95,338,"{Maths:0.81,SESD:0.98,AIML:0.83,FSD:0.78,DVA:0.56}","{Maths:9.5,SESD:12.6,AIML:11.5,FSD:13.0,DVA:15.7}"
838,Myra Reddy,2024-A-34712006B,79,191,,87,67,282,"{Maths:0.96,SESD:0.53,AIML:0.53,FSD:0.56,DVA:0.71}",
839,Myra Verma,2024-C-47802006B,67,50,80,91,81,379,"{Maths:0.9,SESD:0.69,AIML:0.69,FSD:0.91,DVA:0.6}","{Maths:6.4,SESD:10.3,AIML:9.0,FSD:10.5,DVA:10.2}"
840,Sai Reddy,2024-A-72182006B,82,65,68,61,83,363,"{Maths:0.54,SESD:0.87,AIML:0.75,FSD:0.9,DVA:0.64}","{Maths:13.9,SESD:7.1,AIML:5.3,FSD:5.0,DVA:12.3}"
841,Saanvi Patel,2024-C-46632006B,92,92,95,57,80,449,"{Maths:0.55,SESD:0.9,AIML:0.7,FSD:0.8,DVA:0.67}","{Maths:17.6,SESD:12.2,AIML:18.1,FSD:8.5,DVA:10.1}"
842,Prisha Singh,2024-C-86862006B,66,,-2,80,74,229,"{Maths:0.6,SESD:0.9,AIML:0.71,FSD:0.69,DVA:0.9}","{Maths:19.7,SESD:8.6,AIML:6.1,FSD:19.8,DVA:10.3}"
843,Vivaan Singh,2024A10042006B,,76,94,68,52,333,"{Maths:0.73,SESD:0.51,AIML:0.66,FSD:0.7,DVA:0.94}","{Maths:15.8,SESD:19.1,AIML:6.7,FSD:11.1,DVA:19.2}"
844,Ira Sharma,2024-A-63332006B,41,65,79,85,42,323,"{Maths:0.82,SESD:0.97,AIML:0.55,FSD:0.51,DVA:0.82}","{Maths:16.8,SESD:13.9,AIML:10.3,FSD:6.0,DVA:14.5}"
845,Anvi Sharma,2024-B-13822006B,93,96,57,66,66,387,"{Maths:0.94,SESD:0.91,AIML:0.63,FSD:0.79,DVA:0.5}","{Maths:8.8,SESD:10.8,AIML:17.1,FSD:5.5,DVA:11.0}"
846,Prisha Sharma,2024-A-50622006B,90,62,43,85,96,380,"{Maths:0.52,SESD:1.0,AIML:0.86,FSD:0.53,DVA:0.78}","{Maths:6.2,SESD:19.9,AIML:12.5,FSD:14.3,DVA:19.1}"
